,occurTime,age,occupation,isRock,occurMonth,mahal
1368,7,10,2,0,5,11.740345571132446
1369,7,10,2,0,5,11.740345571132446
1370,6,10,2,0,6,12.161101689055666
1371,8,10,2,0,6,11.139543317869403
1372,9,20,4,0,6,4.23663480294159
1373,8,10,2,0,7,11.101559395517386
1374,21,10,2,0,7,12.78770201273811
1375,12,50,4,0,8,30.16003791226315
1376,12,10,2,0,8,10.039615469328716
1377,7,10,1,0,8,11.744482965269782
1378,7,10,1,0,9,11.878050168399845
1379,8,10,1,0,9,11.40993388773974
1380,7,10,2,0,10,11.983809600338558
1381,18,10,2,0,10,11.562671112351863
1382,8,10,2,0,11,11.826470468328505
1383,18,20,3,0,11,6.499482401278972
1384,10,70,4,0,8,50.21433499336585
1385,14,10,2,0,9,10.205199924187287
1386,15,20,3,0,6,2.27414742667956
1387,15,10,3,0,7,10.114477282677983
1388,13,10,3,0,7,9.90482809859276
1389,9,20,3,0,7,3.9668437179167797
1390,9,20,3,0,8,4.10987162377212
1391,18,10,3,0,8,11.169305839756781
1392,7,10,2,0,9,11.766753879284428
1393,9,20,3,0,10,5.0201031988307
1394,7,10,2,0,10,11.983809600338558
1395,6,10,2,0,9,12.30276315857893
1396,21,10,2,0,9,12.955142381680306
1397,9,10,2,0,3,11.389572152004773
1398,10,20,4,0,3,5.057865451801745
1399,7,10,2,0,5,11.740345571132446
1400,6,10,2,0,5,12.27750783384157
1401,8,10,2,0,5,11.266509204237904
1402,13,10,2,0,5,10.120612987710684
1403,8,10,2,0,6,11.139543317869403
1404,11,10,2,0,6,10.167840079849473
1405,12,10,2,0,7,9.981917806237083
1406,12,10,2,0,8,10.039615469328716
1407,7,10,2,0,10,11.983809600338558
1408,8,10,2,0,11,11.826470468328505
1409,7,10,2,0,12,12.646030361350139
1410,14,70,4,0,12,50.38347232605435
1411,12,10,2,0,9,10.19554189111574
1412,7,10,2,0,3,12.228054741723488
1413,14,10,1,0,4,10.535734717258368
1414,7,10,2,0,6,11.618558852591002
1415,9,10,2,0,6,10.732564504826282
1416,7,10,2,0,7,11.58214597959429
1417,7,10,1,0,11,12.385413483854567
1418,18,10,2,0,6,11.183674732679345
1419,7,10,2,0,9,11.766753879284428
1420,7,10,4,0,11,12.308685158210086
1421,7,10,2,0,2,12.584519342631838
1422,7,10,2,0,2,12.584519342631838
1423,11,10,4,0,6,10.20400970181117
1424,18,30,4,0,10,11.767786042991728
1425,19,10,1,0,11,12.433046826939258
1426,10,20,4,0,5,3.727250231947489
1427,10,10,1,0,7,10.491579051730254
1428,11,10,1,0,7,10.2553277138409
1429,15,70,4,0,8,50.169433088523206
1430,14,10,2,0,8,10.049423357144466
1431,7,10,2,0,8,11.631908750250048
1432,7,10,2,0,8,11.631908750250048
1433,20,40,4,0,8,21.36332650894331
1434,7,10,2,0,9,11.766753879284428
1435,20,20,4,0,10,7.788037486735121
1436,7,10,2,0,10,11.983809600338558
1437,17,40,4,0,10,20.77032894135378
1438,20,50,4,0,11,31.207076089730517
1439,9,10,4,0,1,12.25352212826838
1440,7,10,2,0,5,11.740345571132446
1441,7,10,2,0,6,11.618558852591002
1442,7,10,2,0,7,11.58214597959429
1443,7,10,2,0,12,12.646030361350139
1444,12,10,2,0,9,10.19554189111574
1445,12,40,4,0,3,20.538442418148886
1446,7,10,4,0,5,11.771684511354882
1447,8,10,2,0,2,12.143666769334665
1448,17,10,3,0,10,11.13396913887764
1449,20,30,4,0,1,13.721554513216205
1450,8,20,3,0,3,6.325863643547953
1451,13,10,2,0,3,10.682528534199909
1452,7,10,2,0,4,11.944895078990765
1453,19,10,2,0,4,11.994277997566824
1454,0,10,4,0,5,16.45852203564753
1455,7,10,2,0,5,11.740345571132446
1456,9,60,4,0,5,40.35952235549731
1457,17,50,4,0,6,30.41069011226099
1458,17,60,4,0,7,40.32356085818136
1459,19,10,3,0,8,11.655552687950626
1460,16,10,2,0,8,10.449303366744457
1461,5,40,4,0,8,21.677499549860396
1462,16,10,4,0,8,10.484502036602416
1463,20,10,2,0,9,12.358689194653337
1464,20,10,2,0,9,12.358689194653337
1465,14,10,2,0,9,10.205199924187287
1466,6,10,2,0,6,12.161101689055666
1467,18,70,4,0,1,50.7166756916493
1468,8,20,4,0,9,5.506009987137889
1469,21,10,2,0,7,12.78770201273811
1470,7,10,2,0,5,11.740345571132446
1471,22,10,2,0,5,13.576208856788096
1472,8,10,2,0,7,11.101559395517386
1473,0,20,4,0,5,13.149419724682572
1474,19,70,4,0,6,50.48817373543092
1475,18,10,1,0,6,11.300714998341425
1476,10,10,1,0,6,10.531763162794423
1477,6,50,4,0,6,30.93099420304363
1478,17,10,2,0,7,10.729923610553513
1479,16,10,2,0,8,10.449303366744457
1480,8,10,2,0,11,11.826470468328505
1481,15,60,5,1,1,40.65309054438262
